match_id,team_id,is_home,goals,shots,shots_on_target,corners,fouls,yellow_cards,red_cards
348,3,false,1,16,2,5,8,0,0
349,20,true,1,10,4,4,11,2,0
349,9,false,0,9,3,8,12,0,0
350,24,true,1,11,3,2,13,2,0
350,25,false,1,14,5,8,13,2,0
351,28,true,3,18,6,8,14,2,0
351,2,false,2,7,2,4,10,3,1
352,29,true,0,15,5,8,14,0,0
352,30,false,3,8,4,6,7,0,0
353,18,true,1,21,6,6,16,3,0
353,15,false,1,14,3,5,10,0,1
354,23,true,4,14,7,8,12,2,0
354,17,false,2,6,5,2,9,1,0
355,26,true,3,18,9,4,12,2,0
355,16,false,1,11,3,7,13,2,1
356,8,true,2,13,5,7,9,3,0
356,27,false,2,16,5,8,20,9,0
357,2,true,0,2,0,0,8,1,0
357,20,false,0,9,3,5,13,1,0
358,3,true,1,12,4,5,5,2,0
358,29,false,1,12,4,3,8,1,0
359,9,true,2,17,4,4,8,2,0
359,24,false,1,12,3,3,18,3,0
360,15,true,3,32,8,12,4,0,0
360,10,false,1,9,5,4,12,3,0
361,21,true,0,8,2,1,11,1,0
361,18,false,1,15,2,6,10,0,0
362,25,true,3,15,4,3,11,4,0
362,8,false,2,9,8,3,9,1,1
363,30,true,1,25,7,13,11,3,0
363,26,false,4,13,6,3,8,0,0
364,16,true,2,19,5,8,10,1,0
364,28,false,0,14,3,8,15,2,0
365,17,true,2,14,3,7,16,2,0
365,1,false,2,5,2,2,10,1,0
366,27,true,1,20,6,10,8,0,0
366,23,false,2,10,2,2,16,3,0
367,30,true,3,20,6,6,6,1,0
367,18,false,2,3,2,2,18,3,0
368,16,true,1,28,9,7,11,3,0
368,8,false,1,13,7,3,12,1,0
369,21,true,4,18,6,5,8,2,0
369,28,false,2,12,7,1,12,3,0
370,25,true,3,14,8,5,15,1,0
370,10,false,0,17,6,5,7,0,0
371,1,true,4,16,7,5,12,0,0
371,2,false,0,5,2,4,6,1,0
372,8,true,1,17,4,7,4,0,0
372,15,false,1,18,5,6,12,0,0
373,10,true,3,15,8,4,7,0,0
373,21,false,0,10,2,11,11,0,0
374,20,true,5,19,10,3,7,1,1
374,27,false,1,17,5,8,6,2,0
375,23,true,4,18,5,2,7,1,0
375,9,false,1,16,4,5,14,2,0
376,24,true,2,7,4,4,8,3,0
376,30,false,1,20,7,10,12,1,0
377,26,true,1,4,1,4,4,1,0
377,17,false,1,18,5,4,19,3,0
378,28,true,2,21,6,7,11,1,0
378,25,false,2,6,4,4,10,0,0
379,29,true,1,13,1,7,11,3,0
379,16,false,1,7,3,5,14,1,0
380,18,true,3,12,5,7,9,1,0
380,3,false,1,7,0,1,8,0,0
381,6,true,0,10,3,7,10,3,0
381,26,false,1,17,9,4,14,2,0
382,9,true,0,14,4,3,12,2,0
382,29,false,1,13,3,6,15,2,0
383,10,true,1,12,6,5,10,0,0
383,27,false,1,13,4,6,14,0,0
384,13,true,2,14,5,5,8,2,0
384,15,false,1,18,5,3,17,2,0
385,17,true,2,16,4,9,11,1,0
385,25,false,1,7,3,6,14,2,0
386,19,true,1,12,2,9,18,3,0
386,24,false,1,12,1,6,14,5,0
387,23,true,1,24,6,6,8,1,0
387,28,false,1,5,1,2,12,2,1
388,1,true,3,9,5,5,13,3,0
388,16,false,4,16,7,4,17,3,0
389,3,true,1,9,3,4,7,0,0
389,18,false,3,11,7,2,10,1,0
390,8,true,2,16,6,7,16,5,0
390,30,false,1,7,3,1,16,2,0
391,18,true,2,12,5,4,11,0,0
391,23,false,0,13,1,0,8,0,0
392,6,true,2,3,2,1,14,0,0
392,16,false,0,26,5,12,5,1,0
393,15,true,0,8,1,2,11,1,0
393,1,false,0,13,4,7,7,2,0
394,24,true,1,8,3,7,12,3,0
394,17,false,4,12,6,7,13,4,0
395,26,true,0,13,3,8,7,0,0
395,13,false,2,12,4,3,10,0,0
396,27,true,1,20,5,10,19,3,0
396,9,false,0,10,2,4,9,3,0
397,28,true,1,6,2,0,20,4,0
397,8,false,2,13,4,5,10,3,0
398,29,true,1,11,4,7,16,3,0
398,10,false,2,13,7,4,10,1,0
399,25,true,1,18,5,8,11,1,0
399,19,false,2,8,3,1,14,1,0
400,30,true,1,15,2,1,15,3,0
400,3,false,0,8,5,6,15,1,1
401,8,true,3,22,10,9,6,2,0
401,6,false,0,6,0,5,9,2,0
402,9,true,1,24,5,10,15,2,0
402,3,false,1,10,3,4,10,1,0
403,10,true,1,21,9,9,14,2,0
403,24,false,0,8,1,2,11,1,0
404,13,true,0,8,2,1,9,2,0
404,18,false,1,29,9,6,6,3,0
405,15,true,2,13,6,4,14,2,0
405,26,false,1,9,3,6,10,2,0
406,23,true,1,16,7,5,15,2,0
406,25,false,1,5,2,5,8,2,0
407,27,true,1,11,4,5,11,3,0
407,16,false,1,13,3,5,17,5,0
408,28,true,1,14,6,3,18,6,0
408,1,false,3,10,7,2,15,1,0
409,17,true,3,22,5,5,5,1,0
409,30,false,1,9,2,4,10,3,0
410,29,true,0,13,2,5,12,1,0
410,19,false,0,7,2,4,11,3,0
411,1,true,2,17,2,6,10,2,0
411,23,false,1,11,5,1,8,5,0
412,3,true,1,12,5,10,9,1,0
412,29,false,0,12,2,5,11,3,0
413,6,true,1,13,2,5,13,2,0
413,13,false,1,11,3,9,3,0,0
414,16,true,4,17,11,1,4,1,0
414,15,false,1,12,3,7,8,2,0
415,18,true,1,14,3,4,15,4,0
415,17,false,2,18,6,4,10,2,0
416,19,true,1,12,4,6,5,1,0
416,9,false,2,12,4,6,9,2,0
417,24,true,0,15,2,10,13,3,0
417,27,false,4,20,8,8,18,2,0
418,30,true,2,19,4,4,10,2,0
418,28,false,4,13,8,4,15,2,0
419,26,true,2,6,2,1,17,3,0
419,8,false,2,28,7,11,8,4,0
420,25,true,0,11,2,5,11,1,0
420,10,false,3,20,9,4,8,1,0
421,8,true,1,12,4,6,6,1,0
421,16,false,2,13,5,4,13,1,0
422,10,true,3,11,6,6,5,2,0
422,19,false,1,7,0,3,15,1,0
423,13,true,1,6,2,2,9,0,1
423,1,false,4,24,9,4,12,2,0
424,15,true,3,14,6,7,10,0,0
424,6,false,0,7,2,1,9,1,0
425,17,true,4,20,12,5,8,1,1
425,3,false,0,6,2,5,11,1,0
426,29,true,4,8,6,2,14,2,0
426,30,false,2,23,5,6,6,1,0
427,9,true,4,14,8,10,15,2,0
427,24,false,1,11,4,5,9,1,0
428,23,true,1,19,6,7,14,1,0
428,26,false,0,9,3,1,9,1,0
429,27,true,1,31,9,14,7,1,0
429,25,false,0,6,2,1,16,5,1
430,28,true,3,10,5,5,14,3,0
430,18,false,1,15,2,7,19,4,0
431,1,true,3,14,5,9,9,0,0
431,8,false,0,9,2,1,11,2,0
432,3,true,1,12,1,5,10,2,0
432,10,false,0,13,2,3,14,2,0
433,16,true,5,32,12,13,8,1,0
433,13,false,1,2,1,2,8,2,1
434,18,true,4,16,7,8,9,0,0
434,15,false,1,10,3,6,12,2,0
435,19,true,1,6,2,2,14,2,0
435,27,false,2,19,5,10,9,1,0
436,24,true,1,12,2,6,9,3,0
436,29,false,1,9,3,6,13,4,0
437,25,true,2,11,4,3,15,0,0
437,9,false,3,20,4,5,12,2,0
438,26,true,1,13,5,2,15,2,0
438,17,false,3,18,4,7,9,4,0
439,30,true,0,13,1,6,9,5,0
439,23,false,3,18,9,2,14,2,0
440,6,true,2,13,4,7,11,1,0
440,28,false,0,12,3,6,15,3,0
441,10,true,1,13,3,10,16,5,0
441,9,false,1,10,2,9,11,4,0
442,13,true,0,8,3,5,13,2,0
442,8,false,2,22,9,7,15,2,0
443,25,true,1,7,2,6,7,1,0
443,29,false,1,17,7,5,13,3,0
444,26,true,1,8,3,3,11,2,0
444,16,false,2,18,6,10,9,2,0
445,28,true,2,17,7,4,17,3,0
445,3,false,2,11,2,5,12,4,0
446,30,true,1,19,2,4,13,2,0
446,19,false,1,9,3,5,12,3,0
447,6,true,0,10,1,2,2,0,0
447,1,false,1,18,3,6,3,0,0
448,15,true,0,9,1,3,9,1,0
448,23,false,0,11,5,6,9,0,0
449,18,true,1,24,9,13,14,3,0
449,24,false,1,7,6,2,9,0,0
450,27,true,2,13,7,4,20,2,0
450,17,false,0,12,6,3,10,2,0
451,1,true,3,16,6,5,7,0,1
451,26,false,2,13,6,6,10,1,0
452,3,true,6,22,10,5,8,0,0
452,13,false,1,11,4,4,14,3,0
453,8,true,3,16,6,8,6,1,0
453,15,false,0,5,0,5,12,1,0
454,9,true,0,12,3,7,12,1,0
454,30,false,1,12,4,6,13,3,1
455,17,true,1,19,8,13,7,0,0
455,10,false,1,3,2,1,9,2,0
456,24,true,2,18,6,6,10,1,0
456,25,false,0,11,1,4,13,1,0
457,29,true,1,8,4,5,14,2,0
457,27,false,1,20,8,8,10,2,0
458,19,true,0,10,3,4,15,4,0
458,28,false,1,4,2,6,10,1,0
459,23,true,3,34,14,8,11,1,0
459,6,false,1,6,1,4,10,2,0
460,16,true,0,9,3,3,14,0,0
460,18,false,0,7,1,1,20,4,0
461,1,true,0,9,5,8,6,1,0
461,19,false,0,11,4,3,13,0,0
462,3,true,0,8,1,7,10,2,0
462,27,false,0,16,4,4,15,4,0
463,6,true,2,9,3,2,16,2,0
463,10,false,1,20,8,8,15,3,0
464,13,true,0,9,2,5,16,2,0
464,24,false,2,12,6,7,8,3,0
465,15,true,3,17,4,8,10,0,0
465,9,false,1,23,7,8,8,0,0
466,16,true,2,21,7,3,9,1,0
466,29,false,1,6,1,2,13,3,0
467,26,true,0,11,5,7,15,2,0
467,28,false,0,10,2,2,16,1,0
468,30,true,1,20,3,6,10,2,0
468,25,false,0,10,2,2,13,5,0
469,8,true,4,14,6,5,7,3,0
469,18,false,0,16,5,7,17,2,0
470,17,true,1,14,3,10,11,3,0
470,23,false,1,6,2,3,10,3,0
471,9,true,2,7,6,3,15,1,0
471,16,false,4,17,10,3,5,2,0
472,18,true,0,37,11,19,12,1,1
472,6,false,0,7,1,1,9,3,0
473,19,true,2,10,3,4,3,1,0
473,3,false,0,15,3,7,5,1,0
474,25,true,1,3,1,0,9,4,0
474,1,false,4,21,7,8,13,3,0
475,27,true,1,22,5,8,11,3,0
475,15,false,1,6,1,1,20,4,0
476,28,true,1,22,0,7,13,1,0
476,13,false,0,8,2,2,8,2,0
477,29,true,0,9,1,1,17,4,0
477,17,false,4,21,8,7,10,3,0
478,10,true,2,17,6,8,15,2,0
478,30,false,0,13,3,8,12,3,0
479,23,true,0,9,1,7,13,0,0
479,8,false,2,13,7,3,16,0,0
480,24,true,3,17,4,6,7,2,0
480,26,false,1,14,6,4,14,0,0
481,3,true,1,22,7,12,14,3,0
481,25,false,2,9,4,2,17,2,1
482,6,true,3,14,7,4,11,1,0
482,9,false,2,16,5,7,12,2,0
483,8,true,5,21,9,4,5,0,0
483,10,false,0,1,0,2,16,3,0
484,17,true,1,25,7,8,7,1,0
484,19,false,1,5,3,2,15,3,0
485,30,true,1,9,2,6,11,4,0
485,24,false,1,12,4,4,10,1,0
486,1,true,1,15,2,7,11,1,0
486,27,false,1,10,3,2,17,2,0
487,13,true,2,6,2,1,13,0,0
487,23,false,1,19,7,10,15,5,0
488,15,true,1,5,2,5,8,0,0
488,29,false,2,11,5,6,8,2,0
489,16,true,6,28,17,6,14,1,0
489,28,false,1,11,8,3,10,2,0
490,26,true,1,6,1,2,9,0,0
490,18,false,3,9,3,0,16,2,0
491,9,true,1,9,2,2,12,1,0
491,17,false,2,10,4,7,15,2,0
492,10,true,1,14,6,10,13,4,0
492,26,false,1,5,3,3,12,2,0
493,18,true,1,12,5,10,14,3,0
493,1,false,1,5,1,4,11,3,0
494,23,true,0,3,0,1,8,1,0
494,16,false,0,15,2,8,11,1,0
495,24,true,0,14,6,3,17,3,0
495,3,false,1,9,2,4,10,2,0
496,25,true,3,11,4,2,9,1,1
496,13,false,0,17,7,8,8,0,0
497,27,true,3,14,6,4,13,3,0
497,30,false,2,11,3,5,16,2,1
498,28,true,2,10,3,4,12,2,0
498,15,false,1,10,2,6,18,3,0
499,19,true,0,12,1,2,13,2,0
499,8,false,1,13,3,3,10,3,0
500,29,true,4,16,6,4,12,0,0
500,6,false,0,5,2,3,12,0,0
501,6,true,1,10,5,5,5,2,0
501,17,false,2,21,5,8,15,3,0
502,8,true,2,9,5,3,13,2,0
502,27,false,1,12,6,8,16,1,0
503,13,true,1,10,4,2,7,3,0
503,29,false,1,11,2,6,10,2,0
504,15,true,2,11,3,2,15,4,0
504,19,false,2,6,2,3,12,4,0
505,16,true,2,27,7,9,5,1,0
505,25,false,0,6,1,4,9,3,0
506,26,true,5,18,9,10,12,4,0
506,9,false,4,12,4,6,24,5,0
507,1,true,3,16,3,3,12,3,0
507,3,false,1,9,3,10,13,5,0
508,18,true,1,17,8,8,16,3,0
508,30,false,1,6,2,4,16,1,0
509,23,true,1,17,7,5,11,0,0
509,10,false,0,13,1,2,15,2,0
510,28,true,0,11,2,3,24,3,1
510,24,false,1,14,1,3,14,0,0
511,9,true,3,9,4,4,11,3,0
511,23,false,0,17,3,9,13,1,0
512,17,true,1,14,5,9,14,2,2
512,8,false,3,10,4,2,9,3,0
513,24,true,2,10,4,4,7,3,0
513,6,false,0,14,4,9,13,2,0
514,25,true,2,22,6,3,8,3,0
514,15,false,1,17,5,4,12,1,0
515,27,true,5,28,15,5,11,0,0
515,26,false,0,1,0,0,17,4,0
516,29,true,3,11,3,3,12,2,0
516,28,false,1,17,5,4,8,1,1
517,30,true,1,10,3,3,10,3,0
517,1,false,5,19,10,2,11,3,0
518,3,true,4,12,8,4,9,2,0
518,16,false,3,10,3,9,17,2,0
519,10,true,1,13,6,6,13,2,0
519,18,false,1,10,2,3,11,3,0
520,19,true,1,16,4,13,6,1,0
520,13,false,0,6,2,7,11,1,0
521,1,true,3,21,6,7,9,0,0
521,24,false,1,12,5,7,6,0,0
522,6,true,3,16,7,4,14,2,0
522,3,false,2,17,4,11,18,2,0
523,13,true,3,15,6,4,16,2,0
523,9,false,3,14,6,7,14,4,0
524,15,true,4,10,6,3,10,2,0
524,17,false,2,19,4,11,7,1,0
525,26,true,3,14,5,7,10,1,0
525,25,false,0,11,2,4,8,2,0
526,28,true,3,11,6,2,11,2,0
526,10,false,2,11,4,4,16,2,0
527,8,true,1,12,2,3,6,2,0
527,29,false,0,6,1,1,10,4,0
528,16,true,2,18,3,11,7,2,0
528,30,false,2,7,3,4,8,0,0
529,18,true,1,15,5,3,19,3,0
529,27,false,0,12,4,8,17,3,0
530,23,true,1,14,3,4,14,4,0
530,19,false,0,6,2,2,12,3,0
531,3,true,1,9,3,4,5,0,0
531,15,false,0,12,4,11,15,3,0
532,10,true,2,14,4,8,10,1,1
532,1,false,1,9,3,3,10,1,0
533,9,true,1,6,3,1,16,2,0
533,18,false,2,16,6,8,10,2,0
534,17,true,2,13,7,5,16,1,0
534,28,false,0,5,2,2,20,2,0
535,19,true,0,8,3,5,11,1,0
535,16,false,3,15,4,2,14,0,0
536,24,true,0,5,3,3,9,1,1
536,23,false,0,15,4,11,10,2,0
537,25,true,0,8,3,5,15,3,0
537,8,false,1,19,6,5,10,2,0
538,27,true,3,27,9,5,6,0,0
538,13,false,0,10,5,5,14,2,0
539,29,true,3,13,4,0,8,0,0
539,26,false,1,8,4,11,8,0,0
540,30,true,1,20,7,6,12,0,0
540,6,false,0,8,2,1,15,2,0
541,9,true,0,6,2,5,12,2,0
541,8,false,1,13,6,3,15,3,0
542,19,true,3,10,4,3,10,1,0
542,26,false,0,14,2,8,11,0,0
543,24,true,2,16,7,9,9,2,0
543,15,false,2,14,8,9,12,6,1
544,25,true,1,12,4,4,10,1,0
544,28,false,0,9,4,11,9,2,0
545,29,true,0,10,1,2,9,3,0
545,18,false,2,10,5,3,13,3,0
546,30,true,1,18,6,10,13,2,0
546,13,false,0,16,5,6,9,4,0
547,3,true,1,10,5,7,6,0,0
547,23,false,3,14,8,4,12,2,0
548,17,true,2,14,5,8,9,4,0
548,1,false,1,6,1,1,13,2,0
549,27,true,2,30,9,11,10,1,0
549,6,false,1,5,2,2,11,2,0
550,10,true,0,6,1,1,13,3,0
550,16,false,1,11,4,6,9,1,0
551,1,true,1,26,11,6,11,2,0
551,29,false,0,3,1,5,7,1,0
552,6,true,1,6,4,7,17,6,0
552,19,false,0,8,2,3,18,5,0
553,8,true,3,14,4,5,13,1,0
553,3,false,0,7,3,5,14,1,0
554,13,true,0,10,3,4,11,1,0
554,17,false,3,16,6,7,14,0,0
555,15,true,0,7,2,3,14,3,0
555,10,false,2,8,3,4,7,0,0
556,18,true,3,26,9,5,6,1,0
556,25,false,1,7,4,5,9,1,0
557,26,true,1,14,7,8,10,0,0
557,30,false,4,14,7,4,12,0,0
558,28,true,1,9,3,7,18,2,0
558,9,false,1,10,4,3,17,4,0
559,16,true,4,20,6,8,9,0,0
559,24,false,1,6,2,2,6,1,0
560,23,true,1,9,2,2,7,1,1
560,27,false,4,17,5,10,16,4,0
561,13,true,2,13,4,5,10,2,0
561,10,false,2,20,7,5,13,2,0
562,6,true,4,16,6,6,10,1,0
562,25,false,1,11,3,2,8,1,0
563,8,true,4,18,7,8,12,3,0
563,24,false,2,5,2,3,10,2,0
564,15,true,1,12,4,7,11,5,0
564,30,false,0,25,5,7,8,3,0
565,16,true,1,5,1,4,12,2,0
565,17,false,0,9,2,6,12,1,0
566,18,true,2,32,12,12,9,1,0
566,19,false,1,9,2,2,14,1,0
567,23,true,1,10,1,8,13,1,1
567,29,false,2,7,3,3,17,3,0
568,26,true,0,14,5,4,14,2,0
568,3,false,3,11,6,3,9,0,0
569,1,true,2,22,7,8,9,1,0
569,9,false,0,7,4,4,7,1,0
570,28,true,1,6,2,0,11,3,0
570,27,false,4,19,6,3,6,0,0
571,10,true,3,17,6,10,5,0,0
571,23,false,0,12,3,8,14,1,0
572,17,true,2,14,3,8,11,4,1
572,6,false,1,11,3,8,11,3,0
573,19,true,0,9,1,2,10,3,0
573,15,false,0,10,4,2,9,0,0
574,25,true,2,10,5,2,10,2,0
574,16,false,2,21,15,5,10,3,0
575,29,true,3,8,5,7,5,0,0
575,13,false,1,17,6,9,4,0,0
576,30,true,0,8,2,2,9,1,1
576,18,false,2,13,6,1,13,2,0
577,3,true,3,12,6,4,10,3,1
577,1,false,3,14,4,7,12,3,0
578,9,true,1,7,3,4,13,2,0
578,26,false,2,11,4,5,14,1,0
579,24,true,2,17,5,7,10,1,0
579,28,false,0,9,2,6,15,2,0
580,27,true,2,9,2,1,9,3,0
580,8,false,0,11,2,6,8,2,0
581,6,true,1,9,3,2,14,1,0
581,23,false,0,20,5,7,14,2,0
582,13,true,3,14,3,4,13,0,0
582,3,false,1,8,6,5,11,1,0
583,15,true,0,7,2,3,8,1,0
583,8,false,3,8,3,5,9,0,0
584,25,true,1,14,3,5,16,3,0
584,24,false,3,14,6,2,11,1,0
585,26,true,0,12,3,3,12,2,0
585,1,false,4,14,6,2,8,0,0
586,27,true,4,21,11,8,11,0,0
586,29,false,0,3,0,0,12,2,0
587,28,true,0,12,5,3,15,3,0
587,19,false,0,5,1,1,15,1,0
588,30,true,3,14,3,2,10,4,0
588,9,false,0,10,1,2,14,2,0
589,10,true,4,6,4,3,17,2,0
589,17,false,0,13,5,6,7,2,0
590,18,true,1,9,3,5,17,1,0
590,16,false,1,13,4,7,13,3,0
591,3,true,2,15,5,9,6,1,0
591,28,false,2,10,3,4,16,1,0
592,9,true,0,8,2,8,10,0,0
592,10,false,1,16,8,7,15,1,0
593,16,true,2,16,5,6,7,1,0
593,26,false,3,6,3,3,7,1,0
594,17,true,2,17,7,5,10,2,0
594,27,false,2,6,2,4,7,4,0
595,19,true,1,11,2,7,7,2,0
595,30,false,3,13,5,5,14,1,0
596,24,true,1,6,1,1,12,4,0
596,18,false,1,25,8,7,13,0,0
597,29,true,2,14,5,1,15,1,0
597,25,false,0,9,3,4,12,1,0
598,1,true,2,24,8,10,12,1,1
598,6,false,1,13,7,4,11,3,0
599,8,true,2,9,5,9,12,1,0
599,13,false,0,9,4,7,10,3,0
600,23,true,3,20,7,7,8,0,0
600,15,false,0,11,2,2,10,1,0
601,1,true,1,20,5,9,12,3,0
601,28,false,2,10,6,5,15,3,0
602,3,true,0,10,2,2,14,0,0
602,9,false,2,11,4,3,23,4,0
603,6,true,1,24,3,10,4,1,0
603,15,false,0,13,5,2,8,0,0
604,16,true,1,7,3,3,13,2,0
604,8,false,1,8,2,3,8,1,0
605,19,true,1,11,3,4,12,2,0
605,29,false,1,16,5,2,13,1,0
606,25,true,0,3,1,2,9,2,0
606,27,false,0,14,3,12,13,1,0
607,26,true,2,11,5,5,10,2,0
607,23,false,1,10,2,4,19,0,0
608,18,true,0,15,6,7,20,1,0
608,13,false,0,6,2,1,16,4,0
609,24,true,1,14,7,5,21,1,0
609,10,false,1,14,5,5,12,0,0
610,30,true,0,6,1,2,11,3,0
610,17,false,4,11,4,4,14,3,0
611,8,true,3,13,6,10,14,1,0
611,1,false,1,9,5,13,8,1,0
612,9,true,0,21,9,6,8,3,0
612,25,false,4,10,7,1,8,3,0
613,10,true,6,15,10,4,14,3,0
613,3,false,3,18,8,8,4,1,0
614,13,true,2,7,4,1,9,2,0
614,16,false,0,22,5,15,12,1,0
615,23,true,1,21,7,3,12,0,0
615,30,false,3,6,4,2,15,2,0
616,27,true,1,17,5,11,8,0,0
616,19,false,0,8,0,2,11,1,0
617,28,true,2,16,7,3,12,5,0
617,6,false,1,11,7,6,10,0,1
618,29,true,1,16,4,5,6,2,0
618,24,false,0,12,2,6,13,2,0
619,15,true,0,11,1,10,12,2,0
619,18,false,3,15,9,3,13,4,0
620,17,true,2,17,5,10,9,2,0
620,26,false,1,4,2,3,13,3,0
621,1,true,2,17,7,3,12,3,0
621,13,false,0,9,4,8,9,1,1
622,16,true,2,17,9,10,14,3,0
622,27,false,0,7,2,3,14,4,0
623,18,true,2,22,11,5,10,1,0
623,28,false,0,9,3,1,12,0,0
624,19,true,0,9,3,5,14,2,0
624,10,false,0,7,3,2,9,0,0
625,24,true,1,7,4,5,10,1,0
625,9,false,0,6,1,5,14,3,0
626,25,true,0,6,1,6,12,1,0
626,23,false,4,15,8,2,14,0,0
627,30,true,2,16,4,7,7,3,0
627,29,false,2,8,3,5,14,2,0
628,6,true,1,6,4,1,12,3,0
628,8,false,1,13,2,1,11,2,0
629,26,true,2,10,4,7,7,2,0
629,15,false,0,9,1,3,14,2,0
630,3,true,0,5,1,3,8,2,0
630,17,false,2,17,5,7,11,3,0
631,8,true,3,16,5,8,11,1,0
631,26,false,1,3,2,1,14,3,0
632,9,true,1,15,3,4,13,3,0
632,19,false,0,11,4,2,15,1,0
633,10,true,2,20,8,10,10,0,0
633,25,false,0,10,1,6,16,2,0
634,13,true,1,15,1,6,8,1,0
634,6,false,1,10,3,3,13,1,1
635,28,true,1,9,1,4,18,4,0
635,30,false,1,13,2,6,14,1,1
636,29,true,2,13,4,8,12,2,0
636,3,false,1,12,4,6,5,0,0
637,27,true,4,21,9,8,11,2,0
637,24,false,0,5,3,5,14,3,0
638,15,true,3,13,7,5,8,0,0
638,16,false,1,17,7,12,5,0,0
639,15,true,3,17,5,10,12,1,0
639,13,false,1,10,4,4,13,1,0
640,16,true,3,18,7,9,8,1,0
640,1,false,1,7,3,3,15,2,0
641,18,true,1,20,7,15,9,3,0
641,3,false,1,3,1,2,11,2,1
642,24,true,2,13,8,6,16,1,0
642,19,false,0,8,2,1,20,2,0
643,26,true,3,23,10,9,7,2,0
643,6,false,2,6,4,2,13,2,0
644,28,true,3,16,4,6,16,3,0
644,23,false,4,20,11,5,9,2,0
645,29,true,0,11,1,5,8,0,0
645,9,false,2,10,4,5,12,1,0
646,25,true,0,11,3,6,11,1,0
646,17,false,2,14,7,4,4,0,0
647,27,true,3,20,7,7,9,1,0
647,10,false,2,8,4,2,14,2,0
648,30,true,1,11,2,6,8,0,0
648,8,false,2,9,4,4,8,1,0
649,17,true,0,12,1,8,8,1,0
649,24,false,0,5,2,1,11,3,0
650,3,true,3,21,9,5,20,4,0
650,30,false,2,15,7,6,15,2,0
651,10,true,3,16,5,4,8,1,0
651,29,false,0,5,2,6,12,2,0
652,13,true,2,15,7,2,14,3,0
652,26,false,1,11,3,7,5,1,0
653,16,true,2,10,3,11,12,2,0
653,6,false,1,11,1,1,16,2,0
654,3,true,2,12,6,2,10,0,0
654,26,false,0,10,1,4,9,2,0
655,9,true,1,7,0,3,8,0,0
655,28,false,0,6,2,2,15,2,0
656,10,true,4,14,8,5,9,2,0
656,13,false,0,6,0,8,7,0,1
657,24,true,1,5,1,5,16,4,1
657,8,false,2,20,7,11,11,2,0
658,25,true,0,14,5,3,14,2,0
658,6,false,0,17,3,5,7,1,0
659,29,true,3,12,8,4,5,1,0
659,1,false,1,11,2,5,6,0,0
660,30,true,2,20,7,6,10,0,0
660,15,false,3,11,5,5,14,1,0
661,17,true,1,13,3,9,14,3,0
661,16,false,1,13,4,8,7,3,0
662,19,true,1,10,3,8,9,1,0
662,18,false,3,14,6,3,8,1,0
663,27,true,2,12,6,5,12,3,0
663,23,false,1,8,3,1,13,3,0
664,6,true,0,13,2,3,9,2,0
664,27,false,2,19,7,7,6,0,0
665,8,true,1,24,11,9,12,3,0
665,9,false,2,8,3,3,14,2,0
666,13,true,2,7,3,5,16,2,0
666,30,false,1,12,4,5,9,2,0
667,15,true,2,23,10,10,7,1,0
667,24,false,0,10,2,4,11,4,0
668,16,true,3,10,6,2,17,1,0
668,10,false,1,9,4,3,10,3,0
669,18,true,0,18,3,6,15,3,0
669,29,false,0,3,1,1,13,3,0
670,23,true,0,14,4,6,14,1,0
670,3,false,0,12,3,3,8,0,0
671,28,true,1,23,10,13,12,1,0
671,25,false,0,11,3,9,8,3,0
672,1,true,2,8,3,3,8,3,0
672,17,false,2,14,5,8,15,2,0
673,26,true,0,15,3,11,9,2,0
673,19,false,0,8,1,3,16,3,0
674,6,true,1,7,3,3,9,3,0
674,24,false,0,15,2,5,16,2,0
675,15,true,2,19,8,5,12,0,0
675,25,false,0,15,3,6,13,1,0
676,18,true,1,18,3,6,10,1,0
676,10,false,1,11,4,5,18,4,1
677,28,true,2,9,2,5,11,1,1
677,29,false,0,18,2,6,14,4,0
678,1,true,3,21,8,5,11,2,0
678,30,false,0,7,2,0,5,2,0
679,8,true,2,10,4,2,10,1,0
679,17,false,1,17,7,9,14,3,0
680,13,true,4,17,5,8,13,2,0
680,19,false,2,12,4,4,12,1,0
681,16,true,2,20,8,7,11,1,0
681,3,false,2,7,2,2,8,1,0
682,23,true,3,25,9,11,16,2,0
682,9,false,1,17,3,11,11,1,0
683,26,true,1,4,1,5,7,1,0
683,27,false,3,18,8,7,8,1,0
684,3,true,1,12,1,4,7,2,0
684,8,false,3,15,5,4,11,3,0
685,17,true,3,23,7,7,6,0,0
685,13,false,1,6,1,3,8,2,0
686,19,true,0,12,5,4,9,0,0
686,6,false,0,7,2,3,12,3,0
687,24,true,1,9,4,5,7,0,0
687,16,false,2,14,4,8,11,2,0
688,27,true,4,19,6,7,12,0,0
688,28,false,0,8,2,5,12,1,0
689,29,true,0,17,6,7,12,2,0
689,23,false,1,10,3,3,12,2,0
690,30,true,1,14,6,4,12,5,0
690,26,false,0,4,1,3,12,1,0
691,10,true,4,12,7,4,8,2,0
691,15,false,2,6,4,6,15,2,0
692,25,true,0,9,4,4,14,1,1
692,18,false,3,18,9,5,20,5,0
693,9,true,3,17,6,5,11,0,0
693,1,false,0,11,3,8,10,1,0
694,9,true,2,15,4,8,10,0,0
694,15,false,2,6,2,5,16,2,0
695,10,true,3,29,7,6,15,2,0
695,6,false,1,13,6,7,14,0,0
696,23,true,0,8,1,3,9,3,0
696,17,false,3,18,5,8,8,0,0
